,EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
114,RM935,25,18-25,No,Travel_Rarely,266,Research & Development,1,3,Medical,1,1303,4,Female,40,3,1,Research Scientist,2,Single,2096,Up_to_5000,18830,1,Y,No,18,3,4,80,0,2,3,2,2,2,2,1.0
115,RM966,25,18-25,No,Travel_Rarely,882,Research & Development,19,1,Medical,1,1358,4,Male,67,3,1,Laboratory Technician,4,Married,3669,Up_to_5000,9075,3,Y,No,11,3,3,80,3,7,6,2,3,2,1,2.0
116,RM994,25,18-25,No,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,1399,1,Male,93,4,2,Sales Executive,3,Married,6232,5001_to_10000,12477,2,Y,No,11,3,2,80,0,6,3,2,3,2,1,2.0
117,RM1004,25,18-25,No,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,1415,1,Male,81,3,1,Laboratory Technician,4,Married,3229,Up_to_5000,4910,4,Y,No,11,3,2,80,1,7,2,2,3,2,0,2.0
118,RM1022,25,18-25,Yes,Travel_Rarely,383,Sales,9,2,Life Sciences,1,1439,1,Male,68,2,1,Sales Representative,1,Married,4400,Up_to_5000,15182,3,Y,No,12,3,1,80,0,6,2,3,3,2,2,2.0
119,RM1175,25,18-25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1,1653,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206,5001_to_10000,4973,1,Y,No,17,3,3,80,2,7,6,3,7,7,0,7.0
120,RM1412,25,18-25,No,Travel_Rarely,309,Human Resources,2,3,Human Resources,1,1987,3,Female,82,3,1,Human Resources,2,Married,2187,Up_to_5000,19655,4,Y,No,14,3,3,80,0,6,3,3,2,0,1,2.0
121,RM1414,25,18-25,No,Travel_Rarely,977,Research & Development,2,1,Other,1,1992,4,Male,57,3,1,Laboratory Technician,3,Divorced,3977,Up_to_5000,7298,6,Y,Yes,19,3,3,80,1,7,2,2,2,2,0,2.0
122,RM1434,25,18-25,No,Travel_Rarely,1382,Sales,8,2,Other,1,2018,1,Female,85,3,2,Sales Executive,3,Divorced,4907,Up_to_5000,13684,0,Y,Yes,22,4,2,80,1,6,3,2,5,3,0,4.0
123,RM043,26,26-35,Yes,Travel_Rarely,1357,Research & Development,25,3,Life Sciences,1,55,1,Male,48,1,1,Laboratory Technician,3,Single,2293,Up_to_5000,10558,1,Y,No,12,3,3,80,0,1,2,2,1,0,0,1.0
124,RM055,26,26-35,No,Travel_Rarely,1443,Sales,23,3,Marketing,1,72,3,Female,47,2,2,Sales Executive,4,Married,4157,Up_to_5000,21436,7,Y,Yes,19,3,3,80,1,5,2,2,2,2,0,0.0
125,RM126,26,26-35,No,Travel_Rarely,841,Research & Development,6,3,Other,1,164,3,Female,46,2,1,Research Scientist,2,Married,2368,Up_to_5000,23300,1,Y,No,19,3,3,80,0,5,3,2,5,4,4,3.0
126,RM135,26,26-35,No,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,1,177,3,Female,61,3,1,Human Resources,3,Married,2942,Up_to_5000,8916,1,Y,No,23,4,4,80,1,8,3,3,8,7,5,7.0
127,RM279,26,26-35,No,Travel_Frequently,1479,Research & Development,1,3,Life Sciences,1,384,3,Female,84,3,2,Manufacturing Director,2,Divorced,6397,5001_to_10000,26767,1,Y,No,20,4,1,80,1,6,6,1,6,5,1,4.0
128,RM285,26,26-35,No,Travel_Frequently,496,Research & Development,11,2,Medical,1,390,1,Male,60,3,2,Healthcare Representative,1,Married,4741,Up_to_5000,22722,1,Y,Yes,13,3,3,80,1,5,3,3,5,3,3,3.0
129,RM289,26,26-35,Yes,Travel_Rarely,1449,Research & Development,16,4,Medical,1,394,1,Male,45,3,1,Laboratory Technician,2,Divorced,2373,Up_to_5000,14180,2,Y,Yes,13,3,4,80,1,5,2,3,3,2,0,2.0
130,RM294,26,26-35,Yes,Travel_Rarely,950,Sales,4,4,Marketing,1,401,4,Male,48,2,2,Sales Executive,4,Single,5828,5001_to_10000,8450,1,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4.0
131,RM356,26,26-35,No,Travel_Rarely,933,Sales,1,3,Life Sciences,1,476,3,Male,57,3,2,Sales Executive,3,Married,5296,5001_to_10000,20156,1,Y,No,17,3,2,80,1,8,3,3,8,7,7,7.0
132,RM383,26,26-35,Yes,Travel_Frequently,575,Research & Development,3,1,Technical Degree,1,510,3,Male,73,3,1,Research Scientist,1,Single,3102,Up_to_5000,6582,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4.0
133,RM419,26,26-35,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,560,1,Female,90,3,1,Research Scientist,4,Divorced,2886,Up_to_5000,3032,1,Y,No,22,4,2,80,2,3,3,1,3,2,0,2.0
134,RM454,26,26-35,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,608,2,Female,58,3,1,Human Resources,3,Divorced,2741,Up_to_5000,22808,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0.0
135,RM461,26,26-35,No,Travel_Rarely,775,Sales,29,2,Medical,1,618,1,Male,45,3,2,Sales Executive,3,Divorced,4306,Up_to_5000,4267,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0.0
136,RM464,26,26-35,Yes,Travel_Rarely,471,Research & Development,24,3,Technical Degree,1,622,3,Male,66,1,1,Laboratory Technician,4,Single,2340,Up_to_5000,23213,1,Y,Yes,18,3,2,80,0,1,3,1,1,0,0,0.0
137,RM476,26,26-35,No,Travel_Rarely,703,Sales,28,2,Marketing,1,641,1,Male,66,3,2,Sales Executive,2,Married,6272,5001_to_10000,7428,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4.0
138,RM506,26,26-35,No,Travel_Rarely,991,Research & Development,6,3,Life Sciences,1,686,3,Female,71,3,1,Laboratory Technician,4,Married,2659,Up_to_5000,17759,1,Y,Yes,13,3,3,80,1,3,2,3,3,2,0,2.0
139,RM572,26,26-35,No,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,792,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364,Up_to_5000,5288,3,Y,No,14,3,1,80,1,5,2,3,2,2,2,0.0
140,RM574,26,26-35,Yes,Travel_Rarely,1146,Sales,8,3,Technical Degree,1,796,4,Male,38,2,2,Sales Executive,1,Single,5326,5001_to_10000,3064,6,Y,No,17,3,3,80,0,6,2,2,4,3,1,2.0
141,RM615,26,26-35,Yes,Travel_Frequently,887,Research & Development,5,2,Medical,1,848,3,Female,88,2,1,Research Scientist,3,Married,2366,Up_to_5000,20898,1,Y,Yes,14,3,1,80,1,8,2,3,8,7,1,7.0
142,RM686,26,26-35,No,Travel_Frequently,1283,Sales,1,3,Medical,1,956,3,Male,52,2,2,Sales Executive,1,Single,4294,Up_to_5000,11148,1,Y,No,12,3,2,80,0,7,2,3,7,7,0,7.0
143,RM734,26,26-35,No,Travel_Rarely,1066,Research & Development,2,2,Medical,1,1018,4,Male,32,4,2,Manufacturing Director,4,Married,5472,5001_to_10000,3334,1,Y,No,12,3,2,80,0,8,2,3,8,7,1,3.0
144,RM749,26,26-35,Yes,Non-Travel,265,Sales,29,2,Medical,1,1037,2,Male,79,1,2,Sales Executive,1,Single,4969,Up_to_5000,21813,8,Y,No,18,3,4,80,0,7,6,3,2,2,2,2.0
145,RM763,26,26-35,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,1053,1,Male,57,3,1,Research Scientist,1,Married,2042,Up_to_5000,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2.0
146,RM770,26,26-35,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,1068,1,Female,66,2,1,Research Scientist,3,Divorced,2007,Up_to_5000,25265,1,Y,No,13,3,3,80,2,5,5,3,5,3,1,3.0
147,RM782,26,26-35,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,1083,1,Male,59,2,1,Laboratory Technician,1,Married,3955,Up_to_5000,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3.0
148,RM798,26,26-35,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,1107,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,Up_to_5000,19373,1,Y,No,20,4,3,80,1,1,0,2,1,1,0,0.0
149,RM844,26,26-35,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1177,1,Male,82,4,1,Laboratory Technician,4,Married,4420,Up_to_5000,13421,1,Y,No,22,4,2,80,1,8,2,3,8,7,0,7.0
150,RM913,26,26-35,No,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1,1275,3,Male,53,3,1,Research Scientist,4,Single,2875,Up_to_5000,9973,1,Y,Yes,20,4,2,80,0,8,2,2,8,5,2,2.0
151,RM999,26,26-35,No,Travel_Rarely,683,Research & Development,2,1,Medical,1,1407,1,Male,36,2,1,Research Scientist,4,Single,3904,Up_to_5000,4050,0,Y,No,12,3,4,80,0,5,2,3,4,3,1,1.0
152,RM1005,26,26-35,No,Travel_Rarely,652,Research & Development,7,3,Other,1,1417,3,Male,100,4,1,Laboratory Technician,1,Single,3578,Up_to_5000,23577,0,Y,No,12,3,4,80,0,8,2,3,7,7,0,7.0
153,RM1119,26,26-35,No,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,1581,1,Female,89,3,1,Research Scientist,4,Married,2061,Up_to_5000,11133,1,Y,No,21,4,1,80,0,1,5,3,1,0,0,0.0
154,RM1207,26,26-35,No,Non-Travel,786,Research & Development,7,3,Medical,1,1693,4,Male,76,3,1,Laboratory Technician,4,Single,2570,Up_to_5000,11925,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7.0
155,RM1225,26,26-35,No,Travel_Rarely,390,Research & Development,17,4,Medical,1,1718,4,Male,62,1,1,Laboratory Technician,3,Married,2305,Up_to_5000,6217,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2.0
156,RM1298,26,26-35,Yes,Travel_Rarely,920,Human Resources,20,2,Medical,1,1818,4,Female,69,3,1,Human Resources,2,Married,2148,Up_to_5000,6889,0,Y,Yes,11,3,3,80,0,6,3,3,5,1,1,4.0
157,RM1310,26,26-35,No,Travel_Rarely,572,Sales,10,3,Medical,1,1836,3,Male,46,3,2,Sales Executive,4,Single,4684,Up_to_5000,9125,1,Y,No,13,3,1,80,0,5,4,3,5,3,1,2.0
158,RM1350,26,26-35,No,Travel_Rarely,482,Research & Development,1,2,Life Sciences,1,1893,2,Female,90,2,1,Research Scientist,3,Married,2933,Up_to_5000,14908,1,Y,Yes,13,3,3,80,1,1,3,2,1,0,1,0.0
159,RM1362,26,26-35,No,Travel_Frequently,1096,Research & Development,6,3,Other,1,1918,3,Male,61,4,1,Laboratory Technician,4,Married,2544,Up_to_5000,7102,0,Y,No,18,3,1,80,1,8,3,3,7,7,7,7.0
160,RM1387,26,26-35,No,Travel_Rarely,157,Research & Development,1,3,Medical,1,1952,3,Male,95,3,1,Laboratory Technician,1,Single,2867,Up_to_5000,20006,0,Y,No,13,3,4,80,0,8,6,2,7,7,7,6.0
161,RM1465,26,26-35,No,Travel_Rarely,1167,Sales,5,3,Other,1,2060,4,Female,30,2,1,Sales Representative,3,Single,2966,Up_to_5000,21378,0,Y,No,18,3,4,80,0,5,2,3,4,2,0,0.0
162,RM1465,26,26-35,No,Travel_Rarely,1167,Sales,5,3,Other,1,2060,4,Female,30,2,1,Sales Representative,3,Single,2966,Up_to_5000,21378,0,Y,No,18,3,4,80,0,5,2,3,4,2,0,5.0
163,RM005,27,26-35,No,Travel_Rarely,591,Research & Development,2,1,Medical,1,7,1,Male,40,3,1,Laboratory Technician,2,Married,3468,Up_to_5000,16632,9,Y,No,12,3,4,80,1,6,3,3,2,2,2,2.0
164,RM042,27,26-35,No,Travel_Rarely,1240,Research & Development,2,4,Life Sciences,1,54,4,Female,33,3,1,Laboratory Technician,1,Divorced,2341,Up_to_5000,19715,1,Y,No,13,3,4,80,1,1,6,3,1,0,0,0.0
165,RM044,27,26-35,No,Travel_Frequently,994,Sales,8,3,Life Sciences,1,56,4,Male,37,3,3,Sales Executive,3,Single,8726,5001_to_10000,2975,1,Y,No,15,3,4,80,0,9,0,3,9,8,1,7.0
166,RM162,27,26-35,No,Non-Travel,691,Research & Development,9,3,Medical,1,218,4,Male,57,3,1,Research Scientist,2,Divorced,2024,Up_to_5000,5970,6,Y,No,18,3,4,80,1,6,1,1,2,2,2,2.0
167,RM165,27,26-35,No,Non-Travel,1450,Research & Development,3,3,Medical,1,224,3,Male,79,2,1,Research Scientist,3,Divorced,2566,Up_to_5000,25326,1,Y,Yes,15,3,4,80,1,1,2,2,1,1,0,1.0
168,RM171,27,26-35,No,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,1,233,3,Male,51,3,1,Research Scientist,2,Married,3058,Up_to_5000,13364,0,Y,Yes,16,3,4,80,1,6,3,2,5,2,1,1.0
169,RM192,27,26-35,No,Travel_Rarely,894,Research & Development,9,3,Medical,1,260,4,Female,99,3,1,Research Scientist,2,Single,2279,Up_to_5000,11781,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3.0
170,RM201,27,26-35,No,Travel_Frequently,472,Research & Development,1,1,Technical Degree,1,274,3,Male,60,2,2,Manufacturing Director,1,Married,4298,Up_to_5000,9679,5,Y,No,19,3,3,80,1,6,1,3,2,2,2,0.0
171,RM213,27,26-35,No,Travel_Frequently,1242,Sales,20,3,Life Sciences,1,293,4,Female,90,3,2,Sales Executive,3,Single,9981,5001_to_10000,12916,1,Y,No,14,3,4,80,0,7,2,3,7,7,0,7.0
172,RM319,27,26-35,No,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,1,434,3,Female,85,3,1,Research Scientist,2,Single,2478,Up_to_5000,20938,1,Y,Yes,12,3,2,80,0,4,2,2,4,3,1,2.0
173,RM321,27,26-35,No,Travel_Rarely,1377,Sales,2,3,Life Sciences,1,437,4,Male,74,3,2,Sales Executive,3,Single,4478,Up_to_5000,5242,1,Y,Yes,11,3,1,80,0,5,3,3,5,4,0,4.0
174,RM332,27,26-35,No,Non-Travel,210,Sales,1,1,Marketing,1,449,3,Male,73,3,2,Sales Executive,2,Married,6349,5001_to_10000,22107,0,Y,Yes,13,3,4,80,1,6,0,3,5,4,1,4.0
175,RM340,27,26-35,No,Travel_Rarely,1130,Sales,8,4,Marketing,1,458,2,Female,56,3,2,Sales Executive,2,Married,6214,5001_to_10000,3415,1,Y,No,18,3,1,80,1,8,3,3,8,7,0,7.0
176,RM374,27,26-35,No,Travel_Rarely,1469,Research & Development,1,2,Medical,1,497,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,Up_to_5000,17881,1,Y,No,11,3,2,80,1,5,2,3,5,2,0,4.0
177,RM486,27,26-35,No,Travel_Rarely,798,Research & Development,6,4,Medical,1,655,1,Female,66,2,1,Research Scientist,3,Divorced,2187,Up_to_5000,5013,0,Y,No,12,3,3,80,2,6,5,2,5,3,0,3.0
178,RM496,27,26-35,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,1,667,3,Male,85,3,1,Sales Representative,1,Divorced,3041,Up_to_5000,16346,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2.0
179,RM513,27,26-35,No,Travel_Rarely,1115,Research & Development,3,4,Medical,1,700,1,Male,54,2,1,Research Scientist,4,Single,2045,Up_to_5000,15174,0,Y,No,13,3,4,80,0,5,0,3,4,2,1,1.0
180,RM522,27,26-35,No,Travel_Frequently,1410,Sales,3,1,Medical,1,714,4,Female,71,4,2,Sales Executive,4,Divorced,4647,Up_to_5000,16673,1,Y,Yes,20,4,2,80,2,6,3,3,6,5,0,4.0
181,RM531,27,26-35,No,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,725,3,Female,68,3,3,Manufacturing Director,1,Married,7412,5001_to_10000,6009,1,Y,No,11,3,4,80,0,9,3,3,9,7,0,7.0
182,RM538,27,26-35,No,Travel_Frequently,294,Research & Development,10,2,Life Sciences,1,733,4,Male,32,3,3,Manufacturing Director,1,Divorced,8793,5001_to_10000,4809,1,Y,No,21,4,3,80,2,9,4,2,9,7,1,7.0
183,RM555,27,26-35,No,Travel_Rarely,975,Research & Development,7,3,Medical,1,764,4,Female,55,2,2,Healthcare Representative,1,Single,6811,5001_to_10000,23398,8,Y,No,19,3,1,80,0,9,2,1,7,6,0,7.0
184,RM577,27,26-35,No,Travel_Frequently,829,Sales,8,1,Marketing,1,800,3,Male,84,3,2,Sales Executive,4,Married,4342,Up_to_5000,24008,0,Y,No,19,3,2,80,1,5,3,3,4,2,1,1.0
185,RM611,27,26-35,No,Travel_Rarely,269,Research & Development,5,1,Technical Degree,1,844,3,Male,42,2,3,Research Director,4,Divorced,12808,10001_to_15000,8842,1,Y,Yes,16,3,2,80,1,9,3,3,9,8,0,8.0
186,RM616,27,26-35,No,Non-Travel,443,Research & Development,3,3,Medical,1,850,4,Male,50,3,1,Research Scientist,4,Married,1706,Up_to_5000,16571,1,Y,No,11,3,3,80,3,0,6,2,0,0,0,0.0
187,RM671,27,26-35,No,Travel_Rarely,618,Research & Development,4,3,Life Sciences,1,933,2,Female,76,3,1,Research Scientist,3,Single,2318,Up_to_5000,17808,1,Y,No,19,3,3,80,0,1,2,3,1,1,0,0.0
188,RM718,27,26-35,No,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,1,1001,3,Female,37,3,1,Laboratory Technician,2,Married,2811,Up_to_5000,12086,9,Y,No,14,3,2,80,1,4,2,3,2,2,2,2.0
189,RM740,27,26-35,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,1027,1,Female,47,3,2,Manufacturing Director,4,Married,4227,Up_to_5000,4658,0,Y,No,18,3,2,80,1,4,2,3,3,2,2,2.0
190,RM787,27,26-35,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1094,1,Male,87,1,1,Laboratory Technician,3,Married,4621,Up_to_5000,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2.0
191,RM834,27,26-35,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,1162,4,Male,55,2,1,Research Scientist,3,Married,2539,Up_to_5000,7950,1,Y,No,13,3,3,80,1,4,0,3,4,2,2,2.0
192,RM890,27,26-35,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,1244,1,Male,42,3,1,Research Scientist,1,Married,2235,Up_to_5000,14377,1,Y,Yes,14,3,4,80,2,9,3,2,9,7,6,8.0
193,RM903,27,26-35,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,1259,1,Male,76,3,1,Research Scientist,3,Divorced,2517,Up_to_5000,3208,1,Y,No,11,3,2,80,3,5,2,3,5,3,0,3.0
194,RM971,27,26-35,No,Travel_Rarely,1291,Sales,11,3,Medical,1,1364,3,Female,98,4,1,Sales Representative,4,Married,2534,Up_to_5000,6527,8,Y,No,14,3,2,80,1,5,4,3,1,0,0,0.0
195,RM975,27,26-35,No,Travel_Frequently,793,Sales,2,1,Life Sciences,1,1371,4,Male,43,1,2,Sales Executive,4,Single,5071,5001_to_10000,20392,3,Y,No,20,4,2,80,0,8,3,3,6,2,0,0.0
196,RM997,27,26-35,No,Travel_Rarely,205,Sales,10,3,Marketing,1,1403,4,Female,98,2,2,Sales Executive,4,Married,5769,5001_to_10000,7100,1,Y,Yes,11,3,4,80,0,6,3,3,6,2,4,4.0
197,RM998,27,26-35,Yes,Travel_Rarely,135,Research & Development,17,4,Life Sciences,1,1405,4,Female,51,3,1,Research Scientist,3,Single,2394,Up_to_5000,25681,1,Y,Yes,13,3,4,80,0,8,2,3,8,2,7,7.0
198,RM1018,27,26-35,No,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,1,1434,2,Male,91,3,1,Laboratory Technician,1,Married,2099,Up_to_5000,7679,0,Y,No,14,3,2,80,0,6,3,4,5,0,1,4.0
199,RM1150,27,26-35,No,Travel_Rarely,1302,Research & Development,19,3,Other,1,1619,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,Up_to_5000,16290,1,Y,No,11,3,1,80,2,7,3,3,7,7,0,7.0
200,RM1170,27,26-35,No,Travel_Rarely,486,Research & Development,8,3,Medical,1,1647,2,Female,86,4,1,Research Scientist,3,Married,3517,Up_to_5000,22490,7,Y,No,17,3,1,80,0,5,0,3,3,2,0,2.0
201,RM1171,27,26-35,No,Travel_Frequently,591,Research & Development,2,3,Medical,1,1648,4,Male,87,3,1,Research Scientist,4,Single,2580,Up_to_5000,6297,2,Y,No,13,3,3,80,0,6,0,2,4,2,1,2.0
202,RM1249,27,26-35,No,Travel_Rarely,1054,Research & Development,8,3,Medical,1,1751,3,Female,67,3,1,Research Scientist,4,Single,3445,Up_to_5000,6152,1,Y,No,11,3,3,80,0,6,5,2,6,2,1,4.0
203,RM1318,27,26-35,No,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,1,1850,4,Female,53,3,1,Laboratory Technician,4,Single,2379,Up_to_5000,19826,0,Y,Yes,14,3,3,80,0,6,3,2,5,4,0,2.0
204,RM1329,27,26-35,No,Travel_Rarely,728,Sales,23,1,Medical,1,1864,2,Female,36,2,2,Sales Representative,3,Married,3540,Up_to_5000,7018,1,Y,No,21,4,4,80,1,9,5,3,9,8,5,8.0
205,RM1335,27,26-35,No,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,1,1870,4,Female,77,2,1,Research Scientist,1,Married,4774,Up_to_5000,23844,0,Y,No,19,3,4,80,1,8,2,2,7,6,7,3.0
206,RM1351,27,26-35,No,Travel_Rarely,511,Sales,2,2,Medical,1,1898,1,Female,89,4,2,Sales Executive,3,Single,6500,5001_to_10000,26997,0,Y,No,14,3,2,80,0,9,5,2,8,7,0,7.0
207,RM1368,27,26-35,No,Travel_Rarely,1354,Research & Development,2,4,Technical Degree,1,1931,2,Male,41,3,1,Research Scientist,2,Married,2226,Up_to_5000,6073,1,Y,No,11,3,3,80,1,6,3,2,5,3,1,2.0
208,RM1380,27,26-35,Yes,Travel_Frequently,1337,Human Resources,22,3,Human Resources,1,1944,1,Female,58,2,1,Human Resources,2,Married,2863,Up_to_5000,19555,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0.0
209,RM1394,27,26-35,No,Travel_Rarely,954,Sales,9,3,Marketing,1,1965,4,Male,44,3,2,Sales Executive,4,Single,4105,Up_to_5000,5099,1,Y,No,14,3,1,80,0,7,5,3,7,7,0,7.0
210,RM1468,27,26-35,No,Travel_Rarely,155,Research & Development,4,3,Life Sciences,1,2064,2,Male,87,4,2,Manufacturing Director,2,Married,6142,5001_to_10000,5174,1,Y,Yes,20,4,2,80,1,6,0,3,6,2,0,3.0
211,RM1468,27,26-35,No,Travel_Rarely,155,Research & Development,4,3,Life Sciences,1,2064,2,Male,87,4,2,Manufacturing Director,2,Married,6142,5001_to_10000,5174,1,Y,Yes,20,4,2,80,1,6,0,3,6,2,0,3.0
212,RM015,28,26-35,Yes,Travel_Rarely,103,Research & Development,24,3,Life Sciences,1,19,3,Male,50,2,1,Laboratory Technician,3,Single,2028,Up_to_5000,12947,5,Y,Yes,14,3,2,80,0,6,4,3,4,2,0,3.0
213,RM052,28,26-35,Yes,Travel_Rarely,1434,Research & Development,5,4,Technical Degree,1,65,3,Male,50,3,1,Laboratory Technician,3,Single,3441,Up_to_5000,11179,1,Y,Yes,13,3,3,80,0,2,3,2,2,2,2,2.0
214,RM098,28,26-35,No,Non-Travel,120,Sales,4,3,Medical,1,129,2,Male,43,3,2,Sales Executive,3,Married,4221,Up_to_5000,8863,1,Y,No,15,3,2,80,0,5,3,4,5,4,0,4.0
215,RM163,28,26-35,No,Travel_Rarely,440,Research & Development,21,3,Medical,1,221,3,Male,42,3,1,Research Scientist,4,Married,2713,Up_to_5000,6672,1,Y,No,11,3,3,80,1,5,2,1,5,2,0,2.0
216,RM265,28,26-35,Yes,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,364,1,Male,79,3,1,Laboratory Technician,3,Single,3485,Up_to_5000,14935,2,Y,No,11,3,3,80,0,5,5,1,0,0,0,0.0
217,RM273,28,26-35,No,Travel_Rarely,1158,Research & Development,9,3,Medical,1,377,4,Male,94,3,1,Research Scientist,4,Married,2070,Up_to_5000,2613,1,Y,No,23,4,4,80,1,5,3,2,5,2,0,4.0
218,RM290,28,26-35,No,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,1,395,4,Female,66,3,1,Research Scientist,4,Single,3310,Up_to_5000,4488,1,Y,No,21,4,4,80,0,5,3,3,5,3,0,2.0
219,RM303,28,26-35,No,Travel_Rarely,1476,Research & Development,16,2,Medical,1,412,2,Male,68,4,2,Healthcare Representative,1,Single,5661,5001_to_10000,4824,0,Y,No,19,3,3,80,0,9,2,3,8,3,0,7.0
220,RM324,28,26-35,Yes,Travel_Rarely,1157,Research & Development,2,4,Medical,1,440,1,Male,84,1,1,Research Scientist,4,Married,3464,Up_to_5000,24737,5,Y,Yes,13,3,4,80,0,5,4,2,3,2,2,2.0
221,RM375,28,26-35,No,Travel_Rarely,304,Sales,9,4,Life Sciences,1,498,2,Male,92,3,2,Sales Executive,4,Single,5253,5001_to_10000,20750,1,Y,No,16,3,4,80,0,7,1,3,7,5,0,7.0
222,RM405,28,26-35,No,Travel_Rarely,1300,Research & Development,17,2,Medical,1,536,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,Up_to_5000,13535,1,Y,No,12,3,4,80,1,10,2,3,10,0,1,
223,RM541,28,26-35,Yes,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,741,1,Female,67,1,1,Research Scientist,2,Single,2216,Up_to_5000,3872,7,Y,Yes,13,3,4,80,0,10,4,3,7,7,3,7.0
224,RM599,28,26-35,Yes,Travel_Rarely,890,Research & Development,2,4,Medical,1,828,3,Male,46,3,1,Research Scientist,3,Single,4382,Up_to_5000,16374,6,Y,No,17,3,4,80,0,5,3,2,2,2,2,1.0
225,RM613,28,26-35,No,Travel_Rarely,760,Sales,2,4,Marketing,1,846,2,Female,81,3,2,Sales Executive,2,Married,4779,Up_to_5000,3698,1,Y,Yes,20,4,1,80,0,8,2,3,8,7,7,5.0
226,RM630,28,26-35,No,Travel_Rarely,1169,Human Resources,8,2,Medical,1,869,2,Male,63,2,1,Human Resources,4,Divorced,4936,Up_to_5000,23965,1,Y,No,13,3,4,80,1,6,6,3,5,1,0,4.0
227,RM660,28,26-35,No,Travel_Rarely,821,Sales,5,4,Medical,1,916,1,Male,98,3,2,Sales Executive,4,Single,4908,Up_to_5000,24252,1,Y,No,14,3,2,80,0,4,3,3,4,2,0,2.0
228,RM669,28,26-35,No,Travel_Rarely,995,Research & Development,9,3,Medical,1,930,3,Female,77,3,1,Research Scientist,3,Divorced,2377,Up_to_5000,9834,5,Y,No,18,3,2,80,1,6,2,3,2,2,2,2.0
229,RM765,28,26-35,No,Travel_Rarely,1144,Sales,10,1,Medical,1,1056,4,Male,74,3,1,Sales Representative,2,Married,1052,Up_to_5000,23384,1,Y,No,22,4,2,80,0,1,5,3,1,0,0,0.0
230,RM781,28,26-35,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,1082,2,Male,72,2,3,Healthcare Representative,1,Single,8722,5001_to_10000,12355,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9.0
